Orthography	Transcription
QUANTIFYING	k.w.ɑ.n.t.ɪ.f.aɪ.ɪ.ŋ
QUANTITATIVE	k.w.ɑ.n.t.ɪ.t.eɪ.t.ɪ.v
QUANTITATIVELY	k.w.ɑ.n.t.ɪ.t.eɪ.t.ʌ.v.l.i
QUANTITIES	k.w.ɑ.n.t.ʌ.t.i.z
QUANTITY	k.w.ɑ.n.t.ʌ.t.i
QUANTUM	k.w.ɑ.n.t.ʌ.m
QUANTUM'S	k.w.ɑ.n.t.ʌ.m.z
QUAQUIL	k.w.æ.k.w.ɪ.l
QUARANTA	k.w.ɚ.æ.n.t.ʌ
QUARANTE	k.w.ɚ.ɑ.n.t.eɪ
QUARANTINE	k.w.ɔ.r.ʌ.n.t.i.n
QUARANTINED	k.w.ɔ.r.ʌ.n.t.i.n.d
QUARANTINED(1)	k.w.ɔ.r.ʌ.n.t.aɪ.n.d
QUARANTINES	k.w.ɔ.r.ʌ.n.t.i.n.z
QUARANTINES(1)	k.w.ɔ.r.ʌ.n.t.aɪ.n.z
QUARANTINING	k.w.ɔ.r.ʌ.n.t.i.n.ɪ.ŋ
QUARANTINING(1)	k.w.ɔ.r.ʌ.n.t.aɪ.n.ɪ.ŋ
QUARK	k.w.ɑ.r.k
QUARKS	k.w.ɑ.r.k.s
QUARLES	k.w.ɔ.r.l.z
QUARNSTROM	k.w.ɔ.r.n.s.t.r.ʌ.m
QUARRE	k.w.ɑ.r
QUARREL	k.w.ɔ.r.ʌ.l
QUARRELED	k.w.ɔ.r.ʌ.l.d
QUARRELING	k.w.ɑ.r.ʌ.l.ɪ.ŋ
QUARRELING(1)	k.w.ɑ.r.l.ɪ.ŋ
QUARRELS	k.w.ɔ.r.ʌ.l.z
QUARRELSOME	k.w.ɔ.r.ʌ.l.s.ʌ.m
QUARRIES	k.w.ɔ.r.i.z
QUARRY	k.w.ɔ.r.i
QUARRYING	k.w.ɔ.r.i.ɪ.ŋ
QUART	k.w.ɔ.r.t
QUARTARARO	k.w.ɑ.r.t.ɑ.r.ɑ.r.oʊ
QUARTER	k.w.ɔ.r.t.ɚ
QUARTER'S	k.w.ɔ.r.t.ɚ.z
QUARTERBACK	k.w.ɔ.r.t.ɚ.b.æ.k
QUARTERBACKING	k.w.ɔ.r.t.ɚ.b.æ.k.ɪ.ŋ
QUARTERBACKS	k.w.ɔ.r.t.ɚ.b.æ.k.s
QUARTERDECK	k.w.ɔ.r.t.ɚ.d.ɛ.k
QUARTERLY	k.w.ɔ.r.t.ɚ.l.i
QUARTERMAN	k.w.ɔ.r.t.ɚ.m.ʌ.n
QUARTERMASTER	k.w.ɔ.r.t.ɚ.m.æ.s.t.ɚ
QUARTERS	k.w.ɔ.r.t.ɚ.z
QUARTERS'	k.w.ɔ.r.t.ɚ.z
QUARTERS'S	k.w.ɔ.r.t.ɚ.z
QUARTET	k.w.ɔ.r.t.ɛ.t
QUARTET'S	k.w.ɔ.r.t.ɛ.t.s
QUARTETS	k.w.ɔ.r.t.ɛ.t.s
QUARTEURLANC	k.w.ɑ.r.t.ɚ.l.æ.ŋ.k
QUARTILE	k.w.ɔ.r.t.ɪ.l
QUARTO	k.w.ɔ.r.t.oʊ
QUARTS	k.w.ɔ.r.t.s
QUARTZ	k.w.ɔ.r.t.s
QUASAR	k.w.eɪ.z.ɑ.r
QUASH	k.w.ɔ.ʃ
QUASHED	k.w.ɔ.ʃ.t
QUASHING	k.w.ɔ.ʃ.ɪ.ŋ
QUASI	k.w.ɑ.s.i
QUASIMODO	k.æ.z.i.m.oʊ.d.oʊ
QUASSIA	k.w.ɑ.ʃ.i.ʌ
QUAST	k.w.ɑ.s.t
QUATERNARY	k.w.ɑ.t.ɚ.n.ɛ.r.i
QUATTLEBAUM	k.w.ɔ.t.ʌ.l.b.aʊ.m
QUATTRO	k.w.ɔ.t.r.oʊ
QUATTROCCHI	k.w.ɑ.t.r.oʊ.k.i
QUATTROCHI	k.w.ɑ.t.r.oʊ.k.i
QUATTRONE	k.w.ɑ.t.r.oʊ.n.i
QUAVE	k.w.eɪ.v
QUAVER	k.w.eɪ.v.ɚ
QUAVERED	k.w.eɪ.v.ɚ.d
QUAVERING	k.w.eɪ.v.ɚ.ɪ.ŋ
QUAVERS	k.w.eɪ.v.ɚ.z
QUAY	k.i
QUAY(1)	k.eɪ
QUAYE	k.eɪ
QUAYE(1)	k.w.eɪ
QUAYLE	k.w.eɪ.l
QUAYLE'S	k.w.eɪ.l.z
QUAYLES	k.w.eɪ.l.z
QUAZULU	k.w.ɑ.z.u.l.u
QUAZULU'S	k.w.ɑ.z.u.l.u.z
QUBILAH	k.u.b.ɪ.l.ʌ
QUBILAH(1)	k.w.ʌ.b.ɪ.l.ʌ
QUDDUS	k.u.d.u.s
QUE	k.j.u
QUEALY	k.w.i.l.i
QUEASINESS	k.w.i.z.i.n.ʌ.s
QUEASY	k.w.i.z.i
QUEAU	k.w.oʊ
QUEBEC	k.w.ʌ.b.ɛ.k
QUEBEC'S	k.w.ɪ.b.ɛ.k.s
QUEBECKER	k.w.ʌ.b.ɛ.k.ɚ
QUEBECKER(1)	k.w.ɛ.b.ɛ.k.ɚ
QUEBECKERS	k.w.ɛ.b.ɛ.k.ɚ.z
QUEBECKERS(1)	k.w.ʌ.b.ɛ.k.ɚ.z
QUEBECOIS	k.w.ɛ.b.ʌ.s.w.ɑ
QUEBECOIS(1)	k.w.ɛ.b.ɛ.k.w.ɑ
QUEBECOISE	k.ɛ.b.ɛ.k.w.ɑ
QUEBECOR	k.w.ɛ.b.ɪ.k.ɔ.r
QUEBEDEAUX	k.w.ɛ.b.ɪ.d.oʊ
QUECHEE	k.w.ɛ.tʃ.i
QUEEN	k.w.i.n
QUEEN'S	k.w.i.n.z
QUEENA	k.w.i.n.ʌ
QUEENAN	k.w.i.n.ʌ.n
QUEENER	k.w.i.n.ɚ
QUEENFISH	k.w.i.n.f.ɪ.ʃ
QUEENFISH'S	k.w.i.n.f.ɪ.ʃ.ɪ.z
QUEENIE	k.w.i.n.i
QUEENS	k.w.i.n.z
QUEENSBERRY	k.w.i.n.z.b.ɛ.r.i
QUEENSLAND	k.w.i.n.z.l.æ.n.d
QUEENSWAY	k.w.i.n.z.w.eɪ
QUEER	k.w.ɪ.r
QUEERER	k.w.ɪ.r.ɚ
QUEERS	k.w.ɪ.r.z
QUEK	k.w.ɛ.k
QUEL	k.w.ɛ.l
QUELL	k.w.ɛ.l
QUELLED	k.w.ɛ.l.d
QUELLETTE	k.w.ɪ.l.ɛ.t
QUELLING	k.w.ɛ.l.ɪ.ŋ
QUELLO	k.w.ɛ.l.oʊ
QUEMOY	k.i.m.ɔɪ
QUENBY	k.w.ɛ.n.b.i
QUENCH	k.w.ɛ.n.tʃ
QUENCHER	k.w.ɛ.n.tʃ.ɚ
QUENCHERS	k.w.ɛ.n.tʃ.ɚ.z
QUENCHES	k.w.ɛ.n.tʃ.ʌ.z
QUENCHING	k.w.ɛ.n.tʃ.ɪ.ŋ
QUENNEL	k.w.ɛ.n.ʌ.l
QUENNEVILLE	k.w.eɪ.n.eɪ.v.ɪ.l
QUENTIN	k.w.ɛ.n.t.ɪ.n
QUENZER	k.w.ɛ.n.z.ɚ
QUERIDA	k.w.ɛ.r.i.d.ʌ
QUERIED	k.w.ɪ.r.i.d
QUERIES	k.w.ɪ.r.i.z
QUERNS	k.w.ɚ.n.z
QUERRY	k.w.ɛ.r.i
QUERULOUS	k.w.ɛ.r.ʌ.l.ʌ.s
QUERY	k.w.i.r.i
QUES	k.j.u.z
QUES(1)	k.w.ɛ.s
QUESADA	k.w.eɪ.s.ɑ.d.ʌ
QUESENBERRY	k.w.i.z.ʌ.n.b.ɛ.r.i
QUESINBERRY	k.w.ɛ.s.ɪ.n.b.ɛ.r.i
QUESNEL	k.w.eɪ.s.n.ɛ.l
QUESNELL	k.w.eɪ.s.n.eɪ.l
QUEST	k.w.ɛ.s.t
QUESTAR	k.w.ɛ.s.t.ɚ
QUESTECH	k.w.ɛ.s.t.ɛ.k
QUESTION	k.w.ɛ.s.tʃ.ʌ.n
QUESTION(1)	k.w.ɛ.ʃ.ʌ.n
QUESTION'S	k.w.ɛ.s.tʃ.ʌ.n.z
QUESTION'S(1)	k.w.ɛ.ʃ.ʌ.n.z
QUESTION-MARK	k.w.ɛ.s.tʃ.ʌ.n.m.ɑ.r.k
QUESTIONABLE	k.w.ɛ.s.tʃ.ʌ.n.ʌ.b.ʌ.l
QUESTIONED	k.w.ɛ.s.tʃ.ʌ.n.d
QUESTIONER	k.w.ɛ.s.tʃ.ʌ.n.ɚ
QUESTIONERS	k.w.ɛ.s.tʃ.ʌ.n.ɚ.z
QUESTIONING	k.w.ɛ.s.tʃ.ʌ.n.ɪ.ŋ
QUESTIONINGS	k.w.ɛ.s.tʃ.ʌ.n.ɪ.ŋ.z
QUESTIONNAIRE	k.w.ɛ.s.tʃ.ʌ.n.ɛ.r
QUESTIONNAIRES	k.w.ɛ.s.tʃ.ʌ.n.ɛ.r.z
QUESTIONS	k.w.ɛ.s.tʃ.ʌ.n.z
QUESTIONS'	k.w.ɛ.s.tʃ.ʌ.n.z
QUESTRAN	k.w.ɛ.s.t.r.æ.n
QUESTROM	k.w.ɛ.s.t.r.ʌ.m
QUESTS	k.w.ɛ.s.t.s
QUEUE	k.j.u
QUEUES	k.j.u.z
QUEUING	k.j.u.ɪ.ŋ
QUEVEDO	k.w.eɪ.v.eɪ.d.oʊ
QUEZADA	k.w.eɪ.z.ɑ.d.ʌ
QUI	k.i
QUIBBLE	k.w.ɪ.b.ʌ.l
QUIBBLES	k.w.ɪ.b.ʌ.l.z
QUIBBLING	k.w.ɪ.b.ʌ.l.ɪ.ŋ
QUIBBLING(1)	k.w.ɪ.b.l.ɪ.ŋ
QUICHE	k.i.ʃ
QUICK	k.w.ɪ.k
QUICKEL	k.w.ɪ.k.ʌ.l
QUICKEN	k.w.ɪ.k.ʌ.n
QUICKENED	k.w.ɪ.k.ʌ.n.d
QUICKENING	k.w.ɪ.k.ʌ.n.ɪ.ŋ
QUICKENS	k.w.ɪ.k.ʌ.n.z
QUICKER	k.w.ɪ.k.ɚ
QUICKEST	k.w.ɪ.k.ɪ.s.t
QUICKIE	k.w.ɪ.k.i
QUICKLY	k.w.ɪ.k.l.i
QUICKNESS	k.w.ɪ.k.n.ʌ.s
QUICKSAND	k.w.ɪ.k.s.æ.n.d
QUICKSANDS	k.w.ɪ.k.s.æ.n.d.z
QUICKSILVER	k.w.ɪ.k.s.ɪ.l.v.ɚ
QUICKTIME	k.w.ɪ.k.t.aɪ.m
QUID	k.w.ɪ.d
QUIESCENT	k.w.aɪ.ɛ.s.ʌ.n.t
QUIET	k.w.aɪ.ʌ.t
QUIETED	k.w.aɪ.ʌ.t.ʌ.d
QUIETED(1)	k.w.aɪ.ʌ.t.ɪ.d
QUIETER	k.w.aɪ.ʌ.t.ɚ
QUIETEST	k.w.aɪ.ʌ.t.ʌ.s.t
QUIETING	k.w.aɪ.ʌ.t.ɪ.ŋ
QUIETIST	k.w.aɪ.ʌ.t.ʌ.s.t
QUIETLY	k.w.aɪ.ʌ.t.l.i
QUIETNESS	k.w.aɪ.ʌ.t.n.ʌ.s
QUIETS	k.w.aɪ.ʌ.t.s
QUIETT	k.w.i.t
QUIEVONI	k.w.ɪ.v.ɔ.n.i
QUIGG	k.w.ɪ.g
QUIGGLE	k.w.ɪ.g.ʌ.l
QUIGLEY	k.w.ɪ.g.l.i
QUIJADA	k.w.i.j.ɑ.d.ʌ
QUIJANO	k.w.i.j.ɑ.n.oʊ
QUIK	k.w.ɪ.k
QUIKSILVER	k.w.ɪ.k.s.ɪ.l.v.ɚ
QUILALI	k.w.ɪ.l.ɑ.l.i
QUILES	k.w.i.l.ɛ.s
QUILICI	k.w.i.l.i.tʃ.i
QUILL	k.w.ɪ.l
QUILLAN	k.w.ɪ.l.ʌ.n
QUILLEN	k.w.ɪ.l.ʌ.n
QUILLIAN	k.w.ɪ.l.j.ʌ.n
QUILLIN	k.w.ɪ.l.ɪ.n
QUILLING	k.w.ɪ.l.ɪ.ŋ
QUILLMAN	k.w.i.l.m.æ.n
QUILLON	k.w.ɪ.l.ʌ.n
QUILMES	k.w.ɪ.l.m.z
QUILT	k.w.ɪ.l.t
QUILTED	k.w.ɪ.l.t.ɪ.d
QUILTER	k.w.ɪ.l.t.ɚ
QUILTERS	k.w.ɪ.l.t.ɚ.z
QUILTING	k.w.ɪ.l.t.ɪ.ŋ
QUILTS	k.w.ɪ.l.t.s
QUILTY	k.w.ɪ.l.t.i
QUIMBY	k.w.ɪ.m.b.i
QUIN	k.w.ɪ.n
QUINA	k.w.i.n.ʌ
QUINA'S	k.w.i.n.ʌ.z
QUINBY	k.w.ɪ.n.b.i
QUINCE	k.w.ɪ.n.s
QUINCEY	k.w.ɪ.n.s.i
QUINCY	k.w.ɪ.n.s.i
QUINCY'S	k.w.ɪ.n.s.i.z
QUINDLEN	k.w.ɪ.n.d.l.ʌ.n
QUINE	k.w.aɪ.n
QUININE	k.w.aɪ.n.aɪ.n
QUINLAN	k.w.ɪ.n.l.ʌ.n
QUINLEY	k.w.ɪ.n.l.i
QUINLIN	k.w.ɪ.n.l.ɪ.n
QUINLIVAN	k.w.ɪ.n.l.ɪ.v.ʌ.n
QUINN	k.w.ɪ.n
QUINN'S	k.w.ɪ.n.z
QUINNELL	k.w.ɪ.n.ʌ.l
QUINNEY	k.w.ɪ.n.i
QUINOBEQUIN	k.w.ɪ.n.oʊ.b.ɪ.k.w.ɪ.n
QUINOCO	k.w.ɪ.n.oʊ.k.oʊ
QUINON	k.w.ɪ.n.ʌ.n
QUINONES	k.w.ɪ.n.oʊ.n.z
QUINONEZ	k.w.i.n.oʊ.n.ɛ.z
QUINT	k.w.ɪ.n.t
QUINTA	k.w.ɪ.n.t.ʌ
QUINTAL	k.w.ɪ.n.t.ʌ.l
QUINTANA	k.w.i.n.t.æ.n.ʌ
QUINTANAR	k.w.ɪ.n.t.ʌ.n.ɚ
QUINTANILLA	k.w.ɪ.n.t.ʌ.n.ɪ.l.ʌ
QUINTELA	k.w.i.n.t.eɪ.l.ʌ
QUINTER	k.w.ɪ.n.t.ɚ
QUINTERO	k.w.i.n.t.ɛ.r.oʊ
QUINTEROS	k.w.i.n.t.ɛ.r.oʊ.z
QUINTESSENCE	k.w.ɪ.n.t.ɛ.s.ʌ.n.s
QUINTESSENTIAL	k.w.ɪ.n.t.ɪ.s.ɛ.n.ʃ.ʌ.l
QUINTESSENTIALLY	k.w.ɪ.n.t.ʌ.s.ɛ.n.ʃ.ʌ.l.i
QUINTET	k.w.ɪ.n.t.ɛ.t
QUINTILE	k.w.ɪ.n.t.ɪ.l
QUINTILE(1)	k.w.ɪ.n.t.aɪ.l
QUINTIN	k.w.ɪ.n.t.ɪ.n
QUINTINA	k.w.i.n.t.i.n.ʌ
QUINTO	k.w.ɪ.n.t.oʊ
QUINTON	k.w.ɪ.n.t.ɔ.n
QUINTS	k.w.ɪ.n.t.s
QUINTUPLE	k.w.ɪ.n.t.u.p.ʌ.l
QUINTUPLE(1)	k.w.ɪ.n.t.ʌ.p.ʌ.l
QUINTUPLED	k.w.ɪ.n.t.j.u.p.ʌ.l.d
QUINTUPLED(1)	k.w.ɪ.n.t.ʌ.p.ʌ.l.d
QUINTUPLET	k.w.ɪ.n.t.ʌ.p.l.ʌ.t
QUINTUPLETS	k.w.ɪ.n.t.ʌ.p.l.ʌ.t.s
QUIP	k.w.ɪ.p
QUIPP	k.w.ɪ.p
QUIPPED	k.w.ɪ.p.t
QUIPS	k.w.ɪ.p.s
QUIRAM	k.w.i.r.ʌ.m
QUIRE	k.w.aɪ.r
QUIRIN	k.w.ɪ.r.ɪ.n
QUIRING	k.w.aɪ.r.ɪ.ŋ
QUIRION	k.w.ɪ.r.i.ʌ.n
QUIRK	k.w.ɚ.k
QUIRKE	k.w.ɚ.k
QUIRKS	k.w.ɚ.k.s
QUIRKY	k.w.ɚ.k.i
QUIROGA	k.w.ɪ.r.oʊ.g.ʌ
QUIROS	k.w.ɪ.r.oʊ.z
QUIROZ	k.w.ɪ.r.oʊ.z
QUIRY	k.w.aɪ.r.i
QUISENBERRY	k.w.aɪ.z.ʌ.n.b.ɛ.r.i
QUISLING	k.w.ɪ.z.l.ɪ.ŋ
QUIST	k.w.ɪ.s.t
QUIST'S	k.w.ɪ.s.t.s
QUIT	k.w.ɪ.t
QUITE	k.w.aɪ.t
QUITO	k.w.i.t.oʊ
QUITO(1)	k.i.t.oʊ
QUITO(2)	k.i.t.oʊ
QUITO'S	k.w.i.t.oʊ.z
QUITO'S(1)	k.i.t.oʊ.z
QUITO'S(2)	k.i.t.oʊ.z
QUITS	k.w.ɪ.t.s
QUITTER	k.w.ɪ.t.ɚ
QUITTERS	k.w.ɪ.t.ɚ.z
QUITTING	k.w.ɪ.t.ɪ.ŋ
QUIVER	k.w.ɪ.v.ɚ
QUIVERING	k.w.ɪ.v.ɚ.ɪ.ŋ
QUIXOTE	k.i.h.oʊ.t.i
QUIXOTIC	k.w.ɪ.k.s.ɑ.t.ɪ.k
QUIZ	k.w.ɪ.z
QUIZARD	k.w.ɪ.z.ɚ.d
QUIZZED	k.w.ɪ.z.d
QUIZZES	k.w.ɪ.z.ɪ.z
QUIZZICAL	k.w.ɪ.z.ʌ.k.ʌ.l
QUIZZING	k.w.ɪ.z.ɪ.ŋ
QUO	k.w.oʊ
QUON	k.w.ɑ.n
QUORA	k.w.ɔ.r.ʌ
QUORUM	k.w.ɔ.r.ʌ.m
QUORUMS	k.w.ɔ.r.ʌ.m.z
QUOTA	k.w.oʊ.t.ʌ
QUOTABLE	k.w.oʊ.t.ʌ.b.ʌ.l
QUOTAS	k.w.oʊ.t.ʌ.z
QUOTATION	k.w.oʊ.t.eɪ.ʃ.ʌ.n
QUOTATIONS	k.w.oʊ.t.eɪ.ʃ.ʌ.n.z
QUOTE	k.w.oʊ.t
QUOTED	k.w.oʊ.t.ɪ.d
QUOTES	k.w.oʊ.t.s
QUOTH	k.w.oʊ.θ
QUOTIENT	k.w.oʊ.ʃ.ʌ.n.t
QUOTING	k.w.oʊ.t.ɪ.ŋ
QUOTRON	k.w.oʊ.t.r.ɔ.n
QUOTRON'S	k.w.oʊ.t.r.ɔ.n.z
QURESHEY	k.ʊ.r.eɪ.ʃ.eɪ
QURESHI	k.ʊ.r.eɪ.ʃ.i
R	ɑ.r
R'S	ɑ.r.z
R.	ɑ.r
R.'S	ɑ.r.z
R.S	ɑ.r.z
RA	r.ɑ
RAAB	r.ɑ.b
RAAB'S	r.ɑ.b.z
RAABE	r.ɑ.b
RAAD	r.ɑ.d
RAAP	r.ɑ.p
RAASCH	r.ɑ.ʃ
RAATZ	r.ɑ.t.s
RAB	r.æ.b
RABAGO	r.ɑ.b.ɑ.g.oʊ
RABALAIS	r.æ.b.ʌ.l.eɪ
RABB	r.æ.b
RABBANI	r.ʌ.b.æ.n.i
RABBANI(1)	r.ʌ.b.ɑ.n.i
RABBI	r.æ.b.aɪ
RABBINICAL	r.ʌ.b.ɪ.n.ɪ.k.ʌ.l
RABBIS	r.æ.b.aɪ.z
RABBIT	r.æ.b.ʌ.t
RABBIT(1)	r.æ.b.ɪ.t
RABBITEARS	r.æ.b.ɪ.t.i.r.z
RABBITLIKE	r.æ.b.ʌ.t.l.aɪ.k
RABBITS	r.æ.b.ʌ.t.s
RABBITT	r.æ.b.ɪ.t
RABBLE	r.æ.b.ʌ.l
RABE	r.eɪ.b
RABEL	r.æ.b.ʌ.l
RABEN	r.æ.b.ʌ.n
RABENOLD	r.æ.b.ɪ.n.oʊ.l.d
RABER	r.eɪ.b.ɚ
RABES	r.eɪ.b.i.z
RABEY	r.eɪ.b.i
RABI	r.ɑ.b.i
RABID	r.æ.b.ɪ.d
RABID(1)	r.eɪ.b.ɪ.d
RABIDEAU	r.æ.b.ɪ.d.oʊ
RABIES	r.eɪ.b.i.z
RABIN	r.ɑ.b.i.n
RABIN'S	r.ɑ.b.i.n.z
RABINE	r.ʌ.b.i.n
RABINER	r.ʌ.b.i.n.ɚ
RABINOVICH	r.ʌ.b.ɪ.n.ʌ.v.ɪ.tʃ
RABINOVITZ	r.ʌ.b.ɪ.n.ʌ.v.ɪ.t.s
RABINOWITZ	r.ʌ.b.ɪ.n.ʌ.w.ɪ.t.s
RABKIN	r.æ.b.k.ɪ.n
RABOBANK	r.ɑ.b.oʊ.b.æ.ŋ.k
RABOIN	r.ʌ.b.ɔɪ.n
RABOLD	r.æ.b.oʊ.l.d
RABON	r.ɑ.b.ɔ.n
RABORN	r.æ.b.ɚ.n
RABOURN	r.ʌ.b.ʊ.r.n
RABOY	r.æ.b.ɔɪ
RABUCK	r.æ.b.ʌ.k
RABUKA	r.ʌ.b.u.k.ʌ
RABUN	r.æ.b.ʌ.n
RABURN	r.æ.b.ɚ.n
RABY	r.eɪ.b.i
RACAL	r.æ.k.ʌ.l
RACAMIER	r.æ.k.ʌ.m.aɪ.r
RACAMIER(1)	r.ʌ.k.eɪ.m.j.ɚ
RACANELLI	r.ɑ.k.ɑ.n.ɛ.l.i
RACCA	r.æ.k.ʌ
RACCOON	r.æ.k.u.n
RACCOONS	r.æ.k.u.n.z
RACE	r.eɪ.s
RACE'S	r.eɪ.s.ɪ.z
RACED	r.eɪ.s.t
RACEHORSE	r.eɪ.s.h.ɔ.r.s
RACEHORSES	r.æ.s.h.ɔ.r.s.ɪ.z
RACEMAN	r.eɪ.s.m.ʌ.n
RACEMES	r.eɪ.s.i.m.z
RACER	r.eɪ.s.ɚ
RACERS	r.eɪ.s.ɚ.z
RACES	r.eɪ.s.ʌ.z
RACES(1)	r.eɪ.s.ɪ.z
RACETRACK	r.eɪ.s.t.r.æ.k
RACETRACKS	r.eɪ.s.t.r.æ.k.s
RACETTE	r.ʌ.s.ɛ.t
RACEWAY	r.eɪ.s.w.eɪ
RACEY	r.eɪ.s.i
RACH	r.æ.tʃ
RACHAD	r.ʌ.ʃ.ɑ.d
RACHAEL	r.eɪ.tʃ.ʌ.l
RACHAL	r.æ.k.ʌ.l
RACHEL	r.eɪ.tʃ.ʌ.l
RACHEL'S	r.eɪ.tʃ.ʌ.l.z
RACHELLE	r.ʌ.ʃ.ɛ.l
RACHELS	r.eɪ.tʃ.ɪ.l.z
RACHELVOLT	r.ʌ.ʃ.ɛ.l.v.ɔ.l.t
RACHFORD	r.æ.tʃ.f.ɚ.d
RACHI	r.ʌ.ʃ.i
RACHLIN	r.æ.k.l.ɪ.n
RACHMANINOFF	r.æ.k.m.æ.n.ɪ.n.ɔ.f
RACIAL	r.eɪ.ʃ.ʌ.l
RACIALISM	r.eɪ.ʃ.ʌ.l.ɪ.z.ʌ.m
RACIALLY	r.eɪ.ʃ.ʌ.l.i
RACICOT	r.æ.s.ɪ.k.ɑ.t
RACIER	r.eɪ.s.i.ɚ
RACIEST	r.eɪ.s.i.ʌ.s.t
RACINE	r.ʌ.s.i.n
RACINESS	r.eɪ.s.i.n.ʌ.s
RACING	r.eɪ.s.ɪ.ŋ
RACING'S	r.eɪ.s.ɪ.ŋ.z
RACIOPPI	r.ɑ.tʃ.oʊ.p.i
RACISM	r.eɪ.s.ɪ.z.ʌ.m
RACIST	r.eɪ.s.ɪ.s.t
RACISTS	r.eɪ.s.ɪ.s.t.s
RACK	r.æ.k
RACKED	r.æ.k.t
RACKER	r.æ.k.ɚ
RACKERS	r.æ.k.ɚ.z
RACKET	r.æ.k.ɪ.t
RACKETEER	r.æ.k.ɪ.t.ɪ.r
RACKETEERING	r.æ.k.ɪ.t.ɪ.r.ɪ.ŋ
RACKETEERS	r.æ.k.ʌ.t.ɪ.r.z
RACKETS	r.æ.k.ʌ.t.s
RACKING	r.æ.k.ɪ.ŋ
RACKLEY	r.æ.k.l.i
RACKLIFF	r.æ.k.l.ɪ.f
RACKLIFFE	r.æ.k.l.ɪ.f
RACKMIL	r.æ.k.m.ɪ.l
RACKOW	r.ɑ.s.k.oʊ
RACKS	r.æ.k.s
RACONTEUR	r.æ.k.ɑ.n.t.u.r
RACQUET	r.æ.k.ɪ.t
RACQUETBALL	r.æ.k.ʌ.t.b.ɔ.l
RACQUETS	r.æ.k.ɪ.t.s
RACY	r.eɪ.s.i
RACZ	r.ɑ.tʃ
RACZKA	r.ɑ.tʃ.k.ʌ
RACZKOWSKI	r.ʌ.tʃ.k.ɔ.f.s.k.i
RACZYNSKI	r.ʌ.tʃ.ɪ.n.s.k.i
RAD	r.æ.d
RADA	r.ɑ.d.ʌ
RADABAUGH	r.æ.d.ʌ.b.ɔ
RADAKOVICH	r.ʌ.d.æ.k.ʌ.v.ɪ.tʃ
RADANT	r.ɑ.d.ʌ.n.t
RADAR	r.eɪ.d.ɑ.r
RADARS	r.eɪ.d.ɑ.r.z
RADATZ	r.æ.d.ʌ.t.s
RADAVAN	r.ɑ.d.ʌ.v.ʌ.n
RADBERT	r.æ.d.b.ɚ.t
RADBORNE	r.ʌ.d.b.ɔ.r.n
RADBOURN	r.ʌ.d.b.ʊ.r.n
RADBOURNE	r.ʌ.d.b.ʊ.r.n
RADBURN	r.æ.d.b.ɚ.n
RADCLIFF	r.æ.d.k.l.ɪ.f
RADCLIFFE	r.æ.d.k.l.ɪ.f
RADDATZ	r.æ.d.ʌ.t.s
RADDE	r.æ.d
RADDER	r.æ.d.ɚ
RADDITZ	r.æ.d.ɪ.t.s
RADEBAUGH	r.æ.d.ɪ.b.ɔ
RADECKI	r.ʌ.d.ɛ.k.i
RADEL	r.æ.d.ʌ.l
RADELL	r.ɑ.d.eɪ.l
RADELLA	r.ʌ.d.ɛ.l.ʌ
RADEMACHER	r.æ.d.ɪ.m.ʌ.k.ɚ
RADEMAKER	r.eɪ.d.m.eɪ.k.ɚ
RADEN	r.eɪ.d.ʌ.n
RADER	r.eɪ.d.ɚ
RADERMACHER	r.æ.d.ɚ.m.ʌ.k.ɚ
RADFORD	r.æ.d.f.ɚ.d
RADHA	r.ɑ.d.ʌ
RADI	r.ɑ.d.i
RADIAL	r.eɪ.d.i.ʌ.l
RADIALLY	r.eɪ.d.i.ʌ.l.i
RADIALS	r.eɪ.d.i.ʌ.l.z
RADIANCE	r.eɪ.d.i.ʌ.n.s
RADIANT	r.eɪ.d.i.ʌ.n.t
RADIATE	r.eɪ.d.i.eɪ.t
RADIATED	r.eɪ.d.i.eɪ.t.ɪ.d
RADIATES	r.eɪ.d.i.eɪ.t.s
RADIATING	r.eɪ.d.i.eɪ.t.ɪ.ŋ
RADIATION	r.eɪ.d.i.eɪ.ʃ.ʌ.n
RADIATION'S	r.eɪ.d.i.eɪ.ʃ.ʌ.n.z
RADIATOR	r.eɪ.d.i.eɪ.t.ɚ
RADIATORS	r.eɪ.d.i.eɪ.t.ɚ.z
RADICAL	r.æ.d.ɪ.k.ʌ.l
RADICALISM	r.æ.d.ɪ.k.ʌ.l.ɪ.z.ʌ.m
RADICALIZATION	r.æ.d.ɪ.k.ʌ.l.ɪ.z.eɪ.ʃ.ʌ.n
RADICALIZE	r.æ.d.ɪ.k.ʌ.l.aɪ.z
RADICALIZED	r.æ.d.ɪ.k.ʌ.l.aɪ.z.d
RADICALLY	r.æ.d.ɪ.k.l.i
RADICALS	r.æ.d.ɪ.k.ʌ.l.z
RADICE	r.æ.d.ɪ.s
RADICH	r.æ.d.ɪ.k
RADICK	r.æ.d.ɪ.k
RADIN	r.æ.d.ɪ.n
RADINKA	r.ʌ.d.ɪ.ŋ.k.ʌ
RADIO	r.eɪ.d.i.oʊ
RADIO'S	r.eɪ.d.i.oʊ.z
RADIOACTIVE	r.eɪ.d.i.oʊ.æ.k.t.ɪ.v
